threshold,f1,kappa
0.3,0.7831325301204819,0.5299539170506913
0.31,0.7878787878787878,0.5429717504480669
0.32,0.7951070336391437,0.5625026674064273
0.33,0.804953560371517,0.5885516711486747
0.34,0.7975077881619937,0.5754535752401281
0.35000000000000003,0.7975077881619937,0.5754535752401281
0.36000000000000004,0.7962382445141066,0.5754173248516415
0.37000000000000005,0.7949526813880127,0.5753810682720636
0.38000000000000006,0.7873015873015873,0.5622784918228789
0.39000000000000007,0.7873015873015873,0.5622784918228789
0.4000000000000001,0.7884615384615384,0.5687564058763239
0.4100000000000001,0.7870967741935484,0.5687195694883402
0.4200000000000001,0.7896440129449838,0.575235980011105
0.4300000000000001,0.7896440129449838,0.575235980011105
0.4400000000000001,0.7857142857142857,0.5686827268067658
0.4500000000000001,0.7857142857142857,0.5686827268067658
0.46000000000000013,0.7868852459016393,0.5751633986928104
0.47000000000000014,0.7854785478547854,0.5751270987311488
0.48000000000000015,0.7880794701986755,0.5816457318636247
0.49000000000000016,0.7880794701986755,0.5816457318636247
0.5000000000000002,0.7933333333333333,0.5946846692873013
