threshold,f1,kappa,balanced_accuracy
0.3,0.7927927927927928,0.5495583905789991,0.7751196172248804
0.31,0.7963525835866262,0.5625400076814748,0.7815704032809296
0.32,0.8061538461538461,0.5885867941440096,0.7945574162679425
0.33,0.808641975308642,0.5950998804848899,0.7978041695146958
0.34,0.8074534161490683,0.5950653120464442,0.7977614490772386
0.35000000000000003,0.8099688473520249,0.6015795090715048,0.8010082023239917
0.36000000000000004,0.8150470219435737,0.614609571788413,0.8075017088174983
0.37000000000000005,0.8176100628930818,0.6211254376227477,0.8107484620642516
0.38000000000000006,0.8164556962025317,0.6210930828351836,0.8107057416267942
0.39000000000000007,0.8178913738019169,0.6275782551138063,0.8139097744360901
0.4000000000000001,0.8205128205128205,0.6340963443799111,0.8171565276828434
0.4100000000000001,0.8129032258064516,0.6209959853079354,0.8105775803144224
0.4200000000000001,0.8181818181818182,0.6340338288057407,0.817071086807929
0.4300000000000001,0.8181818181818182,0.6340338288057407,0.817071086807929
0.4400000000000001,0.8262295081967214,0.6535947712418301,0.8268113465481887
0.4500000000000001,0.8262295081967214,0.6535947712418301,0.8268113465481887
0.46000000000000013,0.8262295081967214,0.6535947712418301,0.8268113465481887
0.47000000000000014,0.8223684210526315,0.6470437457279563,0.8235218728639782
0.48000000000000015,0.82,0.6469834216373269,0.8234364319890636
0.49000000000000016,0.8108108108108109,0.6338461538461538,0.8168147641831852
0.5000000000000002,0.8095238095238095,0.6338148559705957,0.816772043745728
0.5100000000000002,0.8109965635738832,0.6403077580679633,0.8199760765550239
0.5200000000000002,0.8125,0.6468023255813953,0.8231801093643198
0.5300000000000002,0.8153310104529616,0.6533282031550596,0.8264268626110731
0.5400000000000003,0.8111888111888111,0.6467721248396751,0.8231373889268626
0.5500000000000003,0.8140350877192982,0.653298559151738,0.8263841421736159
